"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"3014",28692,"Morera","01/03/2011 12:38","Alto (> 8 mts)",160,"Grande",-68.8463062358,-32.890586215,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3015",28696,"Fresno europeo","01/03/2011 12:28","Muy bajo (1 - 2 mts)",10,"Chico",-68.846578714,-32.8905342199,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"3016",28704,"Morera","01/03/2011 11:58","Bajo (2 - 4 mts)",20,"Chico",-68.8473125964,-32.8904691963,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"3017",28707,"Morera","01/03/2011 11:48","Alto (> 8 mts)",200,"Grande",-68.8473650985,-32.8906259428,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3018",28714,"Morera","01/03/2011 11:29","Alto (> 8 mts)",170,"Grande",-68.8475122047,-32.8911605918,2,"Barrio Civico",2366816.36021,1,"Alto (151 - 200cm)"
"3019",28724,"Fresno europeo","14/03/2011 09:05","Muy bajo (1 - 2 mts)",10,"Chico",-68.8483005414,-32.8877812834,5,"Residencial Sur",2423808.92355,0,"Bajo (<= 70cm)"
"3020",28726,"Morera","14/03/2011 09:02","Alto (> 8 mts)",64,"Grande",-68.8481915706,-32.8878004419,5,"Residencial Sur",2423808.92355,0,"Bajo (<= 70cm)"
"3021",28735,"Pltano","11/03/2011 13:36","Alto (> 8 mts)",300,"Grande",-68.8479155216,-32.8870735286,1,"Parque Central",1655357.93265,0,"Muy alto (> 200cm)"
"3022",28746,"Pltano","11/03/2011 13:10","Alto (> 8 mts)",176,"Grande",-68.8486907366,-32.8867340467,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3023",28753,"Morera","02/03/2011 11:38","Alto (> 8 mts)",330,"Grande",-68.8490234988,-32.8868618905,5,"Residencial Sur",2423808.92355,0,"Muy alto (> 200cm)"
"3024",28761,"Olmo comun","20/04/2011 10:53","Alto (> 8 mts)",200,"Grande",-68.8487086039,-32.8856241187,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3025",28765,"Olmo comun","20/04/2011 10:45","Alto (> 8 mts)",147,"Grande",-68.84877149,-32.8858475439,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3026",28766,"Olmo comun","20/04/2011 10:43","Alto (> 8 mts)",280,"Grande",-68.8487902787,-32.8859222267,1,"Parque Central",1655357.93265,0,"Muy alto (> 200cm)"
"3027",28768,"Morera","20/04/2011 10:26","Alto (> 8 mts)",140,"Grande",-68.8488462,-32.8861227703,1,"Parque Central",1655357.93265,1,"Medio (70 - 150cm)"
"3028",28803,"Fresno europeo","04/10/2011 11:08","Muy bajo (1 - 2 mts)",12,"Chico",-68.8482490507,-32.8856956405,1,"Parque Central",1655357.93265,0,"Bajo (<= 70cm)"
"3029",28811,"Fresno europeo","27/04/2011 10:32","Alto (> 8 mts)",130,"Grande",-68.8478426309,-32.8856386674,1,"Parque Central",1655357.93265,1,"Medio (70 - 150cm)"
"3030",28822,"Morera","28/04/2011 13:03","Alto (> 8 mts)",140,"Grande",-68.8473182569,-32.8848137914,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3031",28832,"Pltano","27/04/2011 12:09","Alto (> 8 mts)",185,"Grande",-68.8482823951,-32.8845738945,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3032",28836,"Morera","27/04/2011 11:58","Alto (> 8 mts)",160,"Grande",-68.8484715966,-32.8847937275,1,"Parque Central",1655357.93265,1,"Alto (151 - 200cm)"
"3033",28837,"Morera","27/04/2011 11:50","Alto (> 8 mts)",150,"Grande",-68.8485180426,-32.8849427496,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3034",28840,"Morera","27/04/2011 11:43","Alto (> 8 mts)",145,"Grande",-68.8486102589,-32.8853256297,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3035",28843,"Fresno americano","27/04/2011 09:08","Medio (4 - 8 mts)",85,"Grande",-68.8471936059,-32.8849642218,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3036",28860,"Fresno americano","26/04/2011 12:43","Alto (> 8 mts)",160,"Grande",-68.8466690631,-32.8858566158,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3037",28872,"Fresno europeo","26/04/2011 11:17","Alto (> 8 mts)",160,"Grande",-68.8460888201,-32.8852097504,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3038",28884,"Pltano","26/04/2011 10:51","Alto (> 8 mts)",200,"Grande",-68.8470775475,-32.8847869118,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3039",28899,"Fresno americano","01/03/2011 11:53","Alto (> 8 mts)",240,"Grande",-68.8475798842,-32.8879245877,5,"Residencial Sur",2423808.92355,0,"Muy alto (> 200cm)"
"3040",28900,"Fresno americano","01/03/2011 11:50","Alto (> 8 mts)",110,"Grande",-68.8474161704,-32.8879471648,5,"Residencial Sur",2423808.92355,0,"Medio (70 - 150cm)"
"3041",28908,"Morera","28/02/2011 13:35","Alto (> 8 mts)",120,"Grande",-68.8468072986,-32.8879330348,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3042",28913,"Morera","28/02/2011 13:21","Alto (> 8 mts)",200,"Grande",-68.8467271439,-32.8876268888,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3043",28914,"Morera","28/02/2011 13:20","Alto (> 8 mts)",144,"Grande",-68.8467017351,-32.8875495827,1,"Parque Central",1655357.93265,1,"Medio (70 - 150cm)"
"3044",28928,"Pltano","28/02/2011 12:36","Alto (> 8 mts)",255,"Grande",-68.8472805367,-32.8869922337,1,"Parque Central",1655357.93265,0,"Muy alto (> 200cm)"
"3045",28938,"Fresno americano","26/04/2011 10:22","Alto (> 8 mts)",150,"Grande",-68.8460037932,-32.8854341671,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3046",28939,"Morera","26/04/2011 10:20","Alto (> 8 mts)",160,"Grande",-68.8460339229,-32.8855617937,1,"Parque Central",1655357.93265,1,"Alto (151 - 200cm)"
"3047",28940,"Fresno americano","26/04/2011 10:18","Alto (> 8 mts)",127,"Grande",-68.8460521913,-32.8856270085,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3048",28960,"Pltano","25/04/2011 12:23","Alto (> 8 mts)",220,"Grande",-68.8449264475,-32.8858114565,1,"Parque Central",1655357.93265,0,"Muy alto (> 200cm)"
"3049",28963,"Pltano","25/04/2011 12:16","Alto (> 8 mts)",230,"Grande",-68.8448453199,-32.8855244491,1,"Parque Central",1655357.93265,0,"Muy alto (> 200cm)"
"3050",28964,"Pltano","25/04/2011 12:13","Alto (> 8 mts)",140,"Grande",-68.8448128923,-32.8854176368,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3051",28975,"Pltano","26/04/2011 09:46","Alto (> 8 mts)",200,"Grande",-68.8457574055,-32.8850361271,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3052",28988,"Pltano","25/04/2011 09:03","Alto (> 8 mts)",210,"Grande",-68.8463470675,-32.8870267044,1,"Parque Central",1655357.93265,0,"Muy alto (> 200cm)"
"3053",29013,"Fresno europeo","20/04/2011 11:29","Muy bajo (1 - 2 mts)",12,"Chico",-68.8452406376,-32.8862567,1,"Parque Central",1655357.93265,0,"Bajo (<= 70cm)"
"3054",29049,"Paraiso","18/04/2011 12:12","Alto (> 8 mts)",70,"Grande",-68.8438352289,-32.8865377642,1,"Parque Central",1655357.93265,1,"Bajo (<= 70cm)"
"3055",29051,"Olmo comun","18/04/2011 10:30","Medio (4 - 8 mts)",140,"Grande",-68.844065961,-32.8864752042,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3056",29058,"Pltano","18/04/2011 10:10","Alto (> 8 mts)",220,"Grande",-68.84492347,-32.8863551731,1,"Parque Central",1655357.93265,0,"Muy alto (> 200cm)"
"3057",29059,"Pltano","18/04/2011 10:08","Alto (> 8 mts)",170,"Grande",-68.8449401131,-32.8864328295,1,"Parque Central",1655357.93265,1,"Alto (151 - 200cm)"
"3058",29081,"Olmo comun","28/04/2011 09:26","Medio (4 - 8 mts)",40,"Mediano",-68.844420665,-32.8862791068,1,"Parque Central",1655357.93265,0,"Bajo (<= 70cm)"
"3059",29084,"Fresno americano","28/04/2011 09:21","Alto (> 8 mts)",145,"Grande",-68.8442210935,-32.886315257,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3060",29089,"Morera","28/04/2011 09:02","Alto (> 8 mts)",195,"Grande",-68.8437807243,-32.886355915,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3061",29096,"Morera","27/04/2011 11:45","Alto (> 8 mts)",185,"Grande",-68.8436605684,-32.8859502739,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3062",29121,"Pltano","26/04/2011 12:49","Alto (> 8 mts)",195,"Grande",-68.8447206462,-32.8856616961,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3063",29124,"Pltano","26/04/2011 12:45","Alto (> 8 mts)",150,"Grande",-68.8447631772,-32.8858174612,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3064",29126,"Pltano","26/04/2011 11:35","Alto (> 8 mts)",180,"Grande",-68.8447934927,-32.885947897,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3065",29129,"Pltano","26/04/2011 11:29","Alto (> 8 mts)",200,"Grande",-68.844836948,-32.8860860911,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3066",29152,"Paraiso","10/03/2011 12:47","Medio (4 - 8 mts)",112,"Grande",-68.8468525237,-32.8887010846,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3067",29155,"Morera","10/03/2011 12:35","Alto (> 8 mts)",152,"Grande",-68.8468949875,-32.8891561834,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3068",29159,"Morera","10/03/2011 10:08","Alto (> 8 mts)",195,"Grande",-68.8464392371,-32.889240316,2,"Barrio Civico",2366816.36021,1,"Alto (151 - 200cm)"
"3069",29160,"Morera","10/03/2011 09:56","Alto (> 8 mts)",120,"Grande",-68.8462841168,-32.8892718857,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3070",29176,"Pltano","10/03/2011 09:09","Alto (> 8 mts)",180,"Grande",-68.8457248117,-32.8887978557,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3071",29182,"Pltano","09/03/2011 13:50","Alto (> 8 mts)",240,"Grande",-68.8456257377,-32.8884304744,2,"Barrio Civico",2366816.36021,0,"Muy alto (> 200cm)"
"3072",29185,"Acer","25/02/2011 18:43","Alto (> 8 mts)",155,"Grande",-68.846527841,-32.8874353054,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3073",29187,"Fresno americano","25/02/2011 18:38","Alto (> 8 mts)",142,"Grande",-68.8465950777,-32.8876743362,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3074",29189,"Morera","25/02/2011 18:35","Alto (> 8 mts)",180,"Grande",-68.8466214626,-32.8877805329,1,"Parque Central",1655357.93265,1,"Alto (151 - 200cm)"
"3075",29202,"Fresno americano","03/03/2011 09:12","Medio (4 - 8 mts)",140,"Grande",-68.8460736038,-32.8882006442,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3076",29219,"Pltano","03/03/2011 10:00","Alto (> 8 mts)",260,"Grande",-68.8454236774,-32.8876730742,1,"Parque Central",1655357.93265,0,"Muy alto (> 200cm)"
"3077",29221,"Pltano","03/03/2011 10:08","Alto (> 8 mts)",220,"Grande",-68.845388152,-32.887514062,1,"Parque Central",1655357.93265,1,"Muy alto (> 200cm)"
"3078",29226,"Pltano","25/02/2011 17:47","Alto (> 8 mts)",275,"Grande",-68.8455173536,-32.8873261188,1,"Parque Central",1655357.93265,0,"Muy alto (> 200cm)"
"3079",29236,"Pltano","25/02/2011 17:00","Alto (> 8 mts)",200,"Grande",-68.8464059563,-32.8871428038,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3080",29239,"Pltano","25/02/2011 09:27","Alto (> 8 mts)",140,"Grande",-68.8452150636,-32.8874900577,1,"Parque Central",1655357.93265,0,"Medio (70 - 150cm)"
"3081",29256,"Fresno americano","23/02/2011 16:56","Medio (4 - 8 mts)",80,"Grande",-68.8452024288,-32.8883650294,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3082",29264,"Fresno americano","23/02/2011 16:02","Medio (4 - 8 mts)",100,"Grande",-68.8447137658,-32.8884545927,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3083",29268,"Fresno americano","23/02/2011 14:54","Medio (4 - 8 mts)",155,"Grande",-68.8444679833,-32.8885038804,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3084",29281,"Morera","22/02/2011 13:44","Alto (> 8 mts)",232,"Grande",-68.8427757368,-32.8879878902,3,"Parque O'Higgins",1531146.02653,0,"Muy alto (> 200cm)"
"3085",29282,"Morera","22/02/2011 13:42","Alto (> 8 mts)",230,"Grande",-68.8427683827,-32.8879505662,3,"Parque O'Higgins",1531146.02653,0,"Muy alto (> 200cm)"
"3086",29296,"Pltano","22/02/2011 12:41","Alto (> 8 mts)",250,"Grande",-68.8437700435,-32.8876381185,1,"Parque Central",1655357.93265,1,"Muy alto (> 200cm)"
"3087",29298,"Morera","22/02/2011 12:26","Medio (4 - 8 mts)",22,"Mediano",-68.8438627589,-32.887719556,1,"Parque Central",1655357.93265,0,"Bajo (<= 70cm)"
"3088",29307,"Morera","22/02/2011 12:08","Alto (> 8 mts)",220,"Grande",-68.8440182225,-32.8882870043,2,"Barrio Civico",2366816.36021,0,"Muy alto (> 200cm)"
"3089",29320,"Fresno americano","22/02/2011 10:02","Alto (> 8 mts)",140,"Grande",-68.8431913262,-32.8887328487,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3090",29322,"Fresno americano","22/02/2011 09:59","Alto (> 8 mts)",220,"Grande",-68.8430998208,-32.8887491997,2,"Barrio Civico",2366816.36021,0,"Muy alto (> 200cm)"
"3091",29325,"Fresno americano","25/04/2011 12:47","Alto (> 8 mts)",220,"Grande",-68.8427313677,-32.8867275333,1,"Parque Central",1655357.93265,0,"Muy alto (> 200cm)"
"3092",29327,"Fresno americano","25/04/2011 12:39","Medio (4 - 8 mts)",175,"Grande",-68.8430754911,-32.8866637715,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3093",29335,"Morera","25/04/2011 09:25","Alto (> 8 mts)",190,"Grande",-68.843627975,-32.8868622045,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3094",29342,"Pltano","25/04/2011 09:02","Alto (> 8 mts)",190,"Grande",-68.8437294566,-32.8875101628,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3095",29358,"Morera","20/04/2011 10:55","Alto (> 8 mts)",102,"Grande",-68.8426419493,-32.8874997813,3,"Parque O'Higgins",1531146.02653,0,"Medio (70 - 150cm)"
"3096",29367,"Morera","20/04/2011 10:34","Medio (4 - 8 mts)",100,"Grande",-68.8424686028,-32.8868337889,1,"Parque Central",1655357.93265,1,"Medio (70 - 150cm)"
"3097",29368,"Morera","03/03/2011 10:04","Alto (> 8 mts)",136,"Grande",-68.8450161313,-32.8908329008,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3098",29375,"Morera","03/03/2011 09:36","Alto (> 8 mts)",160,"Grande",-68.84591927,-32.8906783722,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3099",29381,"Pltano","03/03/2011 09:11","Alto (> 8 mts)",130,"Grande",-68.8461212314,-32.890920634,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3100",29394,"Pltano","02/03/2011 13:18","Alto (> 8 mts)",143,"Grande",-68.8458356192,-32.8916581796,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3101",29398,"Pltano","02/03/2011 11:11","Alto (> 8 mts)",116,"Grande",-68.8454642653,-32.8917229451,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3102",29401,"Pltano","02/03/2011 10:54","Alto (> 8 mts)",170,"Grande",-68.8452518324,-32.8917652503,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3103",29408,"Morera","02/03/2011 10:25","Alto (> 8 mts)",163,"Grande",-68.8450252187,-32.891128216,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3104",29413,"Pltano","09/03/2011 19:09","Alto (> 8 mts)",98,"Grande",-68.8453884848,-32.8918759955,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3105",29424,"Fresno europeo","09/03/2011 17:52","Bajo (2 - 4 mts)",6,"Chico",-68.8463457775,-32.8917566662,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"3106",29425,"Fresno europeo","09/03/2011 17:58","Muy bajo (1 - 2 mts)",5,"Chico",-68.8463841009,-32.8918915594,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"3107",29432,"Morera","09/03/2011 18:24","Alto (> 8 mts)",176,"Grande",-68.8465563894,-32.8926538885,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3108",29436,"Morera","09/03/2011 18:31","Alto (> 8 mts)",156,"Grande",-68.8461361979,-32.8927156223,2,"Barrio Civico",2366816.36021,1,"Alto (151 - 200cm)"
"3109",29439,"Morera","09/03/2011 18:40","Alto (> 8 mts)",168,"Grande",-68.8456822222,-32.8927934586,2,"Barrio Civico",2366816.36021,1,"Alto (151 - 200cm)"
"3110",29451,"Morera","15/03/2011 13:08","Alto (> 8 mts)",162,"Grande",-68.8452574591,-32.8939933442,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3111",29453,"Morera","15/03/2011 13:12","Alto (> 8 mts)",186,"Grande",-68.8450484873,-32.8940408056,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3112",29454,"Morera","15/03/2011 13:18","Alto (> 8 mts)",194,"Grande",-68.8447860985,-32.8940829913,2,"Barrio Civico",2366816.36021,1,"Alto (151 - 200cm)"
"3113",29460,"Morera","15/03/2011 13:38","Alto (> 8 mts)",200,"Grande",-68.8443629875,-32.8940550062,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3114",29461,"Morera","15/03/2011 13:40","Alto (> 8 mts)",240,"Grande",-68.8443347705,-32.8939726531,2,"Barrio Civico",2366816.36021,0,"Muy alto (> 200cm)"
"3115",29462,"Morera","15/03/2011 13:42","Alto (> 8 mts)",240,"Grande",-68.8443195638,-32.8939287218,2,"Barrio Civico",2366816.36021,0,"Muy alto (> 200cm)"
"3116",29467,"Morera","22/03/2011 08:31","Alto (> 8 mts)",180,"Grande",-68.8442454633,-32.8935819293,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3117",29491,"Pltano","18/02/2011 10:51","Alto (> 8 mts)",166,"Grande",-68.8440991832,-32.8921262913,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3118",29498,"Pltano","18/02/2011 11:07","Alto (> 8 mts)",152,"Grande",-68.8447564439,-32.892005845,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3119",29507,"Morera","18/02/2011 11:31","Alto (> 8 mts)",92,"Grande",-68.8451869478,-32.8927605803,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3120",29513,"Morera","18/02/2011 11:53","Alto (> 8 mts)",168,"Grande",-68.8446613818,-32.892996618,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3121",29539,"Jacarand","28/02/2011 18:30","Muy bajo (1 - 2 mts)",8,"Chico",-68.8434265848,-32.8932081458,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"3122",29565,"Morera","04/03/2011 10:45","Bajo (2 - 4 mts)",15,"Chico",-68.8447472319,-32.891080811,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"3123",29566,"Morera","04/03/2011 10:31","Alto (> 8 mts)",185,"Grande",-68.8447817136,-32.8912169686,2,"Barrio Civico",2366816.36021,1,"Alto (151 - 200cm)"
"3124",29570,"Morera","04/03/2011 10:21","Alto (> 8 mts)",180,"Grande",-68.8448462211,-32.8914350281,2,"Barrio Civico",2366816.36021,1,"Alto (151 - 200cm)"
"3125",29576,"Pltano","04/03/2011 10:01","Alto (> 8 mts)",160,"Grande",-68.8446996115,-32.8918645417,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3126",29583,"Morera","04/03/2011 09:18","Alto (> 8 mts)",84,"Grande",-68.8440665787,-32.8919798521,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3127",29584,"Morera","04/03/2011 09:20","Alto (> 8 mts)",82,"Grande",-68.8440042453,-32.8919942014,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3128",29602,"Fresno europeo","03/03/2011 13:21","Bajo (2 - 4 mts)",15,"Chico",-68.8442147923,-32.8909795021,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"3129",29605,"Olmo comun","03/03/2011 13:15","Alto (> 8 mts)",116,"Grande",-68.8444552931,-32.8909336132,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3130",29607,"Olmo comun","03/03/2011 13:12","Alto (> 8 mts)",108,"Grande",-68.8446174455,-32.8909066108,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3131",29624,"Morera","23/03/2011 19:30","Bajo (2 - 4 mts)",8,"Chico",-68.8438087766,-32.8942832636,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"3132",29648,"Morera","23/03/2011 18:58","Bajo (2 - 4 mts)",10,"Chico",-68.8435931127,-32.8933084004,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"3133",29671,"Morera","09/03/2011 16:45","Medio (4 - 8 mts)",96,"Grande",-68.8409310151,-32.8948038493,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3134",29683,"Pltano","02/03/2011 19:08","Alto (> 8 mts)",106,"Grande",-68.8404529599,-32.8942798358,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3135",29694,"Acacia SP","02/03/2011 15:34","Alto (> 8 mts)",188,"Grande",-68.8417478027,-32.8941269882,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3136",29703,"Morera","02/03/2011 15:11","Medio (4 - 8 mts)",38,"Mediano",-68.8420979763,-32.8935846462,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"3137",29711,"Pltano","02/03/2011 18:00","Alto (> 8 mts)",192,"Grande",-68.8427933462,-32.8936871619,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3138",29723,"Morera","02/03/2011 15:59","Medio (4 - 8 mts)",104,"Grande",-68.8425201111,-32.8945082278,2,"Barrio Civico",2366816.36021,1,"Medio (70 - 150cm)"
"3139",29727,"Morera","02/03/2011 15:50","Alto (> 8 mts)",112,"Grande",-68.8419280259,-32.8946165971,2,"Barrio Civico",2366816.36021,1,"Medio (70 - 150cm)"
"3140",29729,"Pltano","15/03/2011 10:13","Alto (> 8 mts)",168,"Grande",-68.8402851039,-32.8935972219,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3141",29791,"Morera","09/03/2011 09:21","Alto (> 8 mts)",200,"Grande",-68.8435208376,-32.89139253,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3142",29794,"Morera","09/03/2011 09:12","Alto (> 8 mts)",180,"Grande",-68.8435771302,-32.8916190115,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3143",29806,"Pltano","09/03/2011 08:33","Alto (> 8 mts)",180,"Grande",-68.8431341948,-32.8921644344,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3144",29845,"Morera","03/03/2011 19:52","Medio (4 - 8 mts)",68,"Grande",-68.8419967286,-32.8934839798,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"3145",29856,"Pltano","14/03/2011 09:12","Alto (> 8 mts)",200,"Grande",-68.841857059,-32.8923894911,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3146",29858,"Pltano","14/03/2011 09:05","Medio (4 - 8 mts)",80,"Grande",-68.8420053639,-32.8923636206,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3147",29860,"Pltano","14/03/2011 09:01","Alto (> 8 mts)",133,"Grande",-68.8421056672,-32.8923470913,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3148",29861,"Pltano","14/03/2011 08:59","Alto (> 8 mts)",180,"Grande",-68.8421648134,-32.8923355549,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3149",29870,"Pltano","11/03/2011 13:06","Alto (> 8 mts)",170,"Grande",-68.8423507122,-32.8919769018,2,"Barrio Civico",2366816.36021,0,"Alto (151 - 200cm)"
"3150",29891,"Acacia SP","11/03/2011 10:17","Alto (> 8 mts)",133,"Grande",-68.8411495246,-32.8918613954,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3151",29905,"Fresno europeo","15/03/2011 09:25","Muy bajo (1 - 2 mts)",8,"Chico",-68.8405476597,-32.8916549951,2,"Barrio Civico",2366816.36021,0,"Bajo (<= 70cm)"
"3152",29930,"Pltano","14/03/2011 12:20","Alto (> 8 mts)",147,"Grande",-68.8409861384,-32.8925648675,2,"Barrio Civico",2366816.36021,0,"Medio (70 - 150cm)"
"3153",29937,"Fresno europeo","05/05/2011 09:08","Medio (4 - 8 mts)",50,"Mediano",-68.8433877785,-32.8864720123,1,"Parque Central",1655357.93265,0,"Bajo (<= 70cm)"
"3154",29945,"Pltano","28/04/2011 12:33","Alto (> 8 mts)",250,"Grande",-68.8432299165,-32.8855106108,1,"Parque Central",1655357.93265,1,"Muy alto (> 200cm)"
"3155",29950,"Pltano","28/04/2011 12:26","Alto (> 8 mts)",180,"Grande",-68.8427219304,-32.8855967158,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3156",29957,"Morera","28/04/2011 10:13","Alto (> 8 mts)",165,"Grande",-68.8423367173,-32.8862958536,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3157",29965,"Fresno americano","28/04/2011 09:58","Alto (> 8 mts)",160,"Grande",-68.8426534558,-32.8866091397,1,"Parque Central",1655357.93265,0,"Alto (151 - 200cm)"
"3158",29984,"Pltano","28/04/2011 09:54","Alto (> 8 mts)",222,"Grande",-68.8417590455,-32.8857817908,1,"Parque Central",1655357.93265,0,"Muy alto (> 200cm)"
"3159",29988,"Pltano","28/04/2011 09:45","Alto (> 8 mts)",220,"Grande",-68.8412606722,-32.8858691643,1,"Parque Central",1655357.93265,0,"Muy alto (> 200cm)"
"3160",29994,"Pltano","28/04/2011 09:29","Alto (> 8 mts)",180,"Grande",-68.8409928254,-32.8861884739,3,"Parque O'Higgins",1531146.02653,0,"Alto (151 - 200cm)"
"3161",30004,"Fresno europeo","28/04/2011 12:38","Alto (> 8 mts)",140,"Grande",-68.8413192333,-32.8868533228,3,"Parque O'Higgins",1531146.02653,1,"Medio (70 - 150cm)"
